iter	Passed	Remaining
657	1179	613
658	1181	611
659	1182	609
660	1183	606
661	1183	604
662	1184	602
663	1185	599
664	1186	597
665	1186	595
666	1187	592
667	1188	590
668	1189	588
669	1189	586
670	1190	583
671	1191	581
672	1192	579
673	1192	577
674	1193	574
675	1196	573
676	1197	571
677	1198	569
678	1199	567
679	1200	564
680	1201	562
681	1202	560
682	1203	558
683	1204	556
684	1204	554
685	1205	551
686	1206	549
687	1207	547
688	1208	545
689	1211	544
690	1212	542
691	1213	540
692	1214	537
693	1215	535
694	1216	533
695	1217	531
696	1218	529
697	1218	527
698	1219	525
699	1220	523
700	1221	521
701	1222	518
702	1223	517
703	1225	515
704	1226	513
705	1226	510
706	1227	508
707	1229	506
708	1230	505
709	1231	502
710	1232	500
711	1233	498
712	1234	496
713	1235	494
714	1236	492
715	1237	490
716	1237	488
717	1239	486
718	1240	484
719	1241	482
720	1242	480
721	1242	478
722	1243	476
723	1244	474
724	1245	472
725	1246	470
726	1246	468
727	1247	466
728	1248	464
729	1249	462
730	1250	460
731	1250	457
732	1251	455
733	1252	453
734	1254	452
735	1255	450
736	1256	448
737	1256	446
738	1257	444
739	1258	442
740	1259	440
741	1259	438
742	1260	436
743	1261	434
744	1262	432
745	1263	430
746	1264	428
747	1264	426
748	1265	424
749	1266	422
750	1267	420
751	1268	418
752	1269	416
753	1270	414
754	1271	412
755	1272	410
756	1272	408
757	1273	406
758	1274	404
759	1275	402
760	1276	400
761	1276	398
762	1277	396
763	1278	394
764	1279	392
765	1279	390
766	1280	389
767	1281	387
768	1283	385
769	1284	383
770	1284	381
771	1285	379
772	1286	377
773	1287	375
774	1287	373
775	1288	371
776	1289	370
777	1291	368
778	1291	366
779	1292	364
780	1293	362
781	1294	360
782	1294	358
783	1295	356
784	1296	355
785	1297	353
786	1298	351
787	1299	349
788	1300	347
789	1301	345
790	1301	343
791	1302	342
792	1303	340
793	1304	338
794	1305	336
795	1305	334
796	1306	332
797	1307	330
798	1308	329
799	1308	327
800	1309	325
801	1310	323
802	1312	321
803	1313	320
804	1313	318
805	1314	316
806	1315	314
807	1316	312
808	1317	310
809	1317	309
810	1318	307
811	1319	305
812	1320	303
813	1321	301
814	1322	300
815	1323	298
816	1324	296
817	1325	294
818	1326	293
819	1327	291
820	1328	289
821	1330	288
822	1332	286
823	1333	284
824	1334	282
825	1335	281
826	1335	279
827	1336	277
828	1337	275
829	1338	274
830	1339	272
831	1340	270
832	1341	268
833	1342	267
834	1343	265
835	1343	263
836	1344	261
837	1345	260
838	1346	258
839	1346	256
840	1347	254
841	1348	253
842	1349	251
843	1349	249
844	1350	247
845	1351	245
846	1352	244
847	1352	242
848	1353	240
849	1356	239
850	1357	237
851	1358	235
852	1359	234
853	1360	232
854	1360	230
855	1361	229
856	1362	227
857	1363	225
858	1364	223
859	1364	222
860	1365	220
861	1366	218
862	1367	217
863	1367	215
864	1368	213
865	1370	212
866	1371	210
867	1372	208
868	1372	206
869	1373	205
870	1374	203
871	1375	201
872	1375	200
873	1376	198
874	1377	196
875	1378	195
876	1379	193
877	1379	191
878	1380	190
879	1381	188
880	1382	186
881	1383	185
882	1385	183
883	1386	181
884	1386	180
885	1387	178
886	1388	176
887	1389	175
888	1389	173
889	1390	171
890	1391	170
891	1392	168
892	1393	166
893	1393	165
894	1394	163
895	1395	161
896	1396	160
897	1396	158
898	1397	157
899	1399	155
900	1400	153
901	1401	152
902	1401	150
903	1402	148
904	1403	147
905	1404	145
906	1404	144
907	1405	142
908	1406	140
909	1407	139
910	1408	137
911	1408	135
912	1409	134
913	1410	132
914	1411	131
915	1413	129
916	1414	128
917	1415	126
918	1415	124
919	1417	123
920	1450	124
921	1488	125
922	1489	124
923	1490	122
924	1492	120
925	1494	119
926	1495	117
927	1496	116
928	1497	114
929	1498	112
930	1499	111
931	1500	109
932	1501	107
933	1502	106
934	1503	104
935	1505	102
936	1506	101
937	1527	100
938	1528	99
939	1529	97
940	1530	95
941	1531	94
942	1532	92
943	1532	90
944	1533	89
945	1534	87
946	1535	85
947	1536	84
948	1536	82
949	1537	80
950	1538	79
951	1538	77
952	1540	75
953	1541	74
954	1542	72
955	1543	71
956	1544	69
957	1544	67
958	1545	66
959	1546	64
960	1547	62
961	1547	61
962	1548	59
963	1549	57
964	1550	56
965	1550	54
966	1551	52
967	1552	51
968	1553	49
969	1554	48
970	1555	46
971	1556	44
972	1557	43
973	1558	41
974	1559	39
975	1560	38
976	1560	36
977	1561	35
978	1562	33
979	1563	31
980	1563	30
981	1564	28
982	1565	27
983	1566	25
984	1566	23
985	1567	22
986	1568	20
987	1570	19
988	1570	17
989	1571	15
990	1572	14
991	1573	12
992	1574	11
993	1574	9
994	1575	7
995	1576	6
996	1577	4
997	1577	3
998	1578	1
999	1579	0
